address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,dish_liked,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
"Shop 1, Ground Floor, 37th B cross, 9th Block, Ward No 58, Jayanagar, Bangalore",Wat-a-Burger!,Yes,No,4,108,Jayanagar,Quick Bites,Burger,"Burgers, Tea, Ferrero Rocher, Sandwich, French Fries",500,,Delivery,BTM
"366, 1st Main, 7th Cross, Koramangala 7th Block, Bangalore",Sweet Chariot,Yes,No,4,186,Koramangala 7th Block,"Bakery, Dessert Parlor",Bakery,"Donut, Chocolate Mousse, Chocolate Cake, Cheesecake, Chicken Wings",500,,Delivery,BTM
"2, 1st Floor, 4th Cross, Jakkasandra Extension, Sarjapur Road, Near Ujivan Finance Bank, Koramangala 1st Block, Bangalore",Bakingo,Yes,No,4,74,Koramangala 1st Block,Bakery,Bakery,Coffee,500,,Delivery,BTM
"487, JT Plaza, JNC Road, Koramangala 5th Block, Bangalore",Cream Chemistry,Yes,No,4,229,Koramangala 5th Block,Dessert Parlor,Ice Cream,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles",500,,Delivery,BTM
"#1178,18th A Main Road, 3rd Cross, 2nd Phase, JP Nagar, Bangalore",Bake Addiction,Yes,No,4,89,JP Nagar,Bakery,Bakery,"Cup Cake, Swiss Roll",500,,Delivery,BTM
"458, 2nd Main Road, Mico Layout, Stage 1, BTM, Bangalore",Bun Town,Yes,No,4,204,BTM,"Cafe, Bakery",Cafe,"Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut",500,"['Red Velvet Muffin', 'Maska Bun', 'Mashed Egg Bun', 'Chicken Bun', 'Nutella Roti Bun', 'Omelette Sandwich', 'Chicken Sandwich', 'Creamy Hot Chocolate', 'Choco Flakes Donut', 'Red Velvet Donut', 'Chocochip Donut', 'Caramel Chocochip Donut', 'Crunchy Chocolate Donut', 'Red Velvet Crumbs Donut', 'Chocolate Lava Cake', 'Chocolate Brownie', 'Maska Bun', 'Veg Bun', 'Veggie Mayo Bun', 'Mashed Egg Bun', 'Chicken Bun', 'Tandoori Chicken Bun', 'Bun Omelete', 'Vanilla Roti Bun', 'Red Velvet Roti Bun', 'Caramel Roti Bun', 'Chocolate Roti Bun', 'Oreo Roti Bun', 'Kit Kat Roti Bun', 'Galaxy Roti Bun', 'Nutella Roti Bun', 'Red Velvet Ice Cream Roti Bun', 'Chocochip Ice Cream Roti Bun', 'Veggie Burger', 'Aloo Chilli Burger', 'Chicken Burger', 'Chicken Tandoori Tikka Burger', 'Chicken BBQ Burger', 'Chicken Peri Peri Burger', 'Veg Spicy Sandwich', 'Veggie Sandwich', 'Omelette Sandwich', 'Cheese Omelette Sandwich', 'Chicken Sandwich', 'Nutty Chocolate Tea Cake', 'Nutty Banana Tea Cake', 'Carrot Walnut Tea Cake', 'Red Velvet Muffin', 'Blueberry Muffin', 'Chocolate Choco Chip', 'Choco Flakes Donut', 'Peanut Butter Cookies', 'Red Velvet Donut', 'Chocochip Donut', 'Caramel Chocochip Donut', 'Crunchy Chocolate Donut', 'Red Velvet Crumbs Donut', 'Red Velvet Cookie', 'Chocolate Cookie', 'Chocochip Cookie', 'Chocolate Brownie Sundae', 'Chocolate Lava Cake Sundae', 'Chocolate Lava Cake', 'Chocolate Brownie', 'Red Velvet Milkshake [350 ml]', 'Chocolate Brownie Milkshake [350 ml]', 'Tiramisu Milkshake [350 ml]', 'Alphonso Mango Smoothie [350 ml]', 'Blueberry Smoothie [350 ml]', 'Raspberry Smoothie [350 ml]', 'Strawberry Smoothie [350 ml]', 'Belgium Chocolate Milkshake [350 ml]', 'Roasted Hazelnut Milkshake [350 ml]', 'Peanut Butter Milkshake [350 ml]', 'Paan Milkshake [350 ml]', 'Mint Choc Chip Thick Shake [350 ml]', 'Saffron Thick Shake [350 ml]', 'Oreo Thick Shake [350 ml]', 'Kit Kat Thick Shake [350 ml]', 'Snickers Thick Shake [350 ml]', 'Galaxy Thick Shake [350 ml]', 'Nutella Thick Shake [350 ml]', 'Irish Coffee [350 ml]', 'Buntown Shake [350 ml]', 'Creamy Saffron Milk', 'Creamy Hot Chocolate', 'Karak Tea', 'Ginger Karak Tea', 'Black Tea', 'Lemon Tea', 'Saffron Tea', 'Green Tea', 'Hot Coffee', 'Cold Coffee [350 ml]', 'Raw Mango Cooler [350 ml]', 'Rocking Blue [350 ml]', 'Green Apple Lemonade [350 ml]', 'Virgin Mojito [350 ml]', 'Paan Mojito [350 ml]', 'Passion Fruit Mojito [350 ml]', 'Buntown Cooler [350 ml]']",Delivery,BTM
"1548, East End Circle, 9th Block, Jayanagar, Bangalore",Kabab Magic,Yes,No,4,957,Jayanagar,Quick Bites,North Indian,"Chicken Grill, Grape Juice, Biryani, Shawarma Roll, Rolls, Chicken Kebab, Chicken Shwarma Roll",500,,Delivery,BTM
"404, 1st C Cross, Near Vodafone Store, 7th Block, Koramangala 7th Block, Bangalore",Tibetan Mother's Kitchen,Yes,No,4,957,Koramangala 7th Block,Casual Dining,Tibetan,"Momos, Noodles, Thukpa, Honey Chilli Potatoes, Chicken Thupka, Pork Chilli, Crispy Honey Chicken",500,,Delivery,BTM
"170, 16th Main, 2nd Stage, BTM, Bangalore",Gud Dhani,Yes,No,4,827,BTM,Casual Dining,Rajasthani,"Buttermilk, Jal-jeera, Churma, Palak Kofta, Lassi, Gulab Jamun, Dahi Bhindi",500,,Delivery,BTM
"Shop 1, 1st Floor, BTM Complex, 9th Main Road, Layout 1st Stage, BTM, Bangalore",Basmati Delights,Yes,No,4,869,BTM,Delivery,Biryani,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani",500,,Delivery,BTM
"70, Prem Chambers, Jyothi Nivas Collage Road, Koramangala 5th Block, Bangalore",Potato Bae,Yes,No,4,51,Koramangala 5th Block,Quick Bites,Fast Food,"Almond Shake, Pizza Fries",500,,Delivery,BTM
"Ground Floor, 945, Mico Layout,16TH Main, BTM Layout, BTM, Bangalore",Whooppeezz,No,No,4,372,BTM,Casual Dining,Italian,"Pasta, Mojito, Masala Lemonade, Nachos, Butter Chicken Pizza, Chocolate Pizza, Thin Crust Pizza",500,,Delivery,BTM
"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",Kokomo,Yes,No,4,193,Koramangala 6th Block,Delivery,Thai,"Thai Chicken, Momos",500,,Delivery,BTM
"16, Survey Number 13, Omkar Nagar, Arekere, Bannerghatta Road, Bangalore",Malhar Maharashtrian Cuisine,Yes,No,4,101,Bannerghatta Road,Casual Dining,Maharashtrian,"Brinjal Curry, Misal Pav, Chicken Thali, Chicken Kolhapuri, Sabudana Vada, Veg Thali",500,,Delivery,BTM
"312, 15th cross, 5th phase, JP Nagar, Bangalore",Royal Chef Naati Oota,No,No,4,193,JP Nagar,Casual Dining,South Indian,"Chicken Biryani, Donne Biryani, Chilli Chicken, Mutton Chops, Paratha, Mutton Biryani, Nati Biryani",500,,Delivery,BTM
"170, 16th Main, 2nd Stage, BTM, Bangalore",Gud Dhani,Yes,No,4,827,BTM,Casual Dining,Rajasthani,"Buttermilk, Jal-jeera, Churma, Palak Kofta, Lassi, Gulab Jamun, Dahi Bhindi",500,"['Plain Roti', 'Plain Paratha', 'Jeera Rice', 'Veg Biryani', 'Bhindi Fry', 'Aloo Matar Gobi', 'Mix Veg', 'Bharva Baingan', 'Baingan Bharta', 'Kaju Curry', 'Besan Gatte', 'Kadi', 'Matar Paneer', 'Handi Paneer', 'Paneer Lababdar', 'Paneer Butter Masala', 'Shahi Paneer', 'Kadai Paneer', 'Veg Kofta', 'Malai Kofta', 'Dal Fry', 'Dal Tadka', 'Kheer', 'Ras Malai', 'Chilli Paneer', 'Pasand Kare Raja Aur Rani Thali Gud Dhani', 'Khaye Ranjha Aur Heer Mast Paneer', 'Chittor Ke Kadi Chawal', 'Usko Bus Ek Cheez Bhati Jodhpuri Tawa Roti', 'Pasand Kare Raja Aur Rani Thali Gud Dhani', 'Khaye Ranjha Aur Heer Mast Paneer', 'Chittor Ke Kadi Chawal', 'Usko Bus Ek Cheez Bhati Jodhpuri Tawa Roti', 'Garam Tamatar Soup', 'Tal Mel Soup', 'Mast Chatpata Soup', 'Aloo Pakode', 'Pyaz Pakode', 'Paneer Pakode', 'Chilli Paneer', 'Chilli Aloo', 'Chilli Mushroom', 'Chilli Baby Corn', 'Gobi Manchurian', 'Mushroom Manchurian', 'Baby Corn Manchurian', 'Soya Manchurian', 'Veg Cutlet', 'Paneer Cutlet', 'Veg Cutlet Kabab', 'Paneer Cutlet Kabab', 'Bhindi Fry', 'Dahi Bhindi', 'Dahi Baingan', 'Aloo Matar Gobi', 'Aloo Jeera', 'Mix Veg', 'Bharva Baingan', 'Bharva Karela', 'Stuffed Tomato', 'Aloo Dum', 'Chana Masala', 'Rajma', 'Aloo Kashmiri', 'Stuffed Capsicum', 'Navaratan Korma', 'Karela Masala', 'Baingan Bharta', 'Kaju Curry', 'Besan Gatte', 'Methi Malai', 'Kadi', 'Aloo King', 'Punjabi Chana Masala', 'Matar Paneer', 'Palak Paneer', 'Handi Paneer', 'Tomato Paneer', 'Paneer Do Pyaza', 'Paneer Lababdar', 'Paneer Butter Masala', 'Shahi Paneer', 'Kadai Paneer', 'Paneer Tikka Masala', 'Paneer Taka Tak', 'Paneer Pasanda', 'Paneer Methi Malai', 'Paneer Shahi Korma', 'Mumtaz Paneer', 'Paneer Bhurji', 'Paneer Kolhapuri', 'Matar Mushroom', 'Mushroom Masala', 'Kadai Mushroom', 'Cheese Mushroom Masala', 'Mushroom Do Pyaza', 'Palak Kofta', 'Veg Kofta', 'Malai Kofta', 'Paneer Kofta', 'Gulbadan Kofta', 'Singapuri Kofta', 'Plain Dal', 'Dal Fry', 'Dal Handi', 'Dal Makhani', 'Dal Tadka', 'Plain Roti', 'Ghee Roti', 'Missi Roti', 'Ghee Missi Roti', 'Plain Paratha', 'Ghee Plain Paratha', 'Pudina Paratha', 'Methi Paratha', 'Aloo Paratha', 'Mooli Paratha', 'Pyaz Paratha', 'Gobi Paratha', 'Paneer Paratha', 'Plain Rice', 'Jeera Rice', 'Veg Pulao', 'Matar Pulao', 'Corn Pulao', 'Paneer Pulao', 'Veg Biryani', 'Paneer Biryani', 'Ghee Rice', 'Dahi', 'Mix Raita', 'Boondi Ka Raita', 'Plain Papad', 'Papad Masale Wala', 'Green Salad', 'Kheer', 'Choorma', 'Ras Malai', 'Ras Gulla [2 Pieces]', 'Gulab Jaamun [2 Pieces]', 'Lassi', 'Jal Jeera', 'Nimbu Pani', 'Chhach', 'Mineral Water [1 litre]']",Dine-out,BTM
"1021, 16th Main, 1st Stage, 1st Phase, BTM, Bangalore",Kesar Sweet Shop and Fast Food,No,No,4,213,BTM,Quick Bites,North Indian,"Chole Bhature, Puri Sabzi, Chaat, Panipuri, Rasmalai, Jalebi, Pav Bhaji",500,,Dine-out,BTM
"404, 1st C Cross, Near Vodafone Store, 7th Block, Koramangala 7th Block, Bangalore",Tibetan Mother's Kitchen,Yes,No,4,957,Koramangala 7th Block,Casual Dining,Tibetan,"Momos, Noodles, Thukpa, Honey Chilli Potatoes, Chicken Thupka, Pork Chilli, Crispy Honey Chicken",500,,Dine-out,BTM
"40, Mosque Complex, MM Road, Frazer Town, Bangalore",Charminar Kabab Paradise,Yes,No,4,105,Frazer Town,Casual Dining,North Indian,"Rolls, Biryani, Chicken Roll, Chicken Kebab, Mutton Seekh Roll, Keema Roti",500,"['Mutton Seekh Kabab', 'Biryani Rice', 'Chicken Biryani', 'Mutton Anda Keema Roti', 'Mutton Seekh Roll', 'Veg Hot and Sour Soup', 'Chicken Hot and Sour Soup', 'Chicken Clear Soup', 'Chicken Cream of Soup', 'Tandoori Chicken', 'Pepper Tandoori', 'Barbeque Chicken', 'Chicken Seekh Kabab', 'Chicken Chop', 'Khasta Kabab', 'Zafrani Tangdi', 'Peshawari Tangdi', 'Potli Chicken', 'Chicken Tikka', 'Malai Tikka', 'Afghani Tikka', 'Andhra Kabab', 'Kalmi Kabab [2 Pieces]', 'Oil Fry Kabab', 'Mutton Seekh Kabab', 'Paneer Butter Masala', 'Kadai Paneer', 'Paneer Makhani', 'Paneer Kolhapuri', 'Mushroom Masala', 'Kadai Mushroom', 'Muhsroom Masaledar', 'Dal Fry', 'Butter Chicken', 'Hydrabadi Chicken', 'Methi Chicken', 'Rahooni Chicken', 'Mughlai Chicken', 'Kolhapuri Chicken', 'Murgh Masaledaar', 'Murgh Shahjani', 'Rara Murgh', 'Murgh Curry', 'Kali Mirchi Chicken', 'Kadai Chicken', 'Murgh Dahiwala', 'Murgh Dopyazaa', 'Murgh Methi Malai', 'Murgh Adrakwala', 'Punjabi Chicken', 'Boneless Gravy', 'Boneless Murgh Makhani', 'Boneless Patiyala Lal Murgh', 'Boneless Murgh Methi Malai', 'Boneless Chicken Tikka Masala', 'Boneless Shaandar Murgh', 'Boneless Murgh Shahi Korma', 'Boneless Reshmi Masala', 'Gosh Rogan Josh', 'Mutton Masala', 'Mutton Masaledaar', 'Dal Ghosh', 'Achaari Ghosh', 'Mutton Kali Mirchi', 'Kadai Mutton', 'Shahi Mutton', 'Mutton Pepper Dry', 'Boneless Butter Chicken', 'Boneless Hydrabadi Chicken', 'Boneless Methi Chicken', 'Boneless Rahooni Chicken', 'Boneless Mughlai Chicken', 'Boneless Kolhapuri Chicken', 'Boneless Murgh Masaledaar', 'Boneless Murgh Shahjani', 'Boneless Rara Murgh', 'Boneless Murgh Curry', 'Boneless Kali Mirchi Chicken', 'Boneless Kadai Chicken', 'Boneless Murgh Dahiwala', 'Boneless Murgh Dopyazaa', 'Boneless Murgh Methi Malai', 'Boneless Murgh Adrakwala', 'Boneless Punjabi Chicken', 'Rumali Roti', 'Tandoori Roti', 'Tandoori Butter Roti', 'Methi Roti', 'Plain Roti', 'Butter Naan', 'Kulcha', 'Butter Kulcha', 'Paneer Kulcha', 'Paneer Paratha', 'Onion Paratha', 'Gobi Paratha', 'Mixed Paratha', 'Tandoori Paratha', 'Chicken Anda Keema Roti', 'Mutton Anda Keema Roti', 'Ghee Rice', 'Jeera Rice', 'Veg Pulao', 'Biryani Rice', 'Chicken Biryani', 'Mutton Biryani', 'Veg Fried Rice', 'Schezwan Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Veg Noodles', 'Schezwan Noodles', 'Egg Noodles', 'Chicken Nooldes', 'Paneer Chilly', 'Paneer Manchurian', 'Paneer Pepper Dry', 'Mushroom Manchurian', 'Mushroom Chilly', 'Mushroom Pepper Dry', 'Gobi Manchurian', 'Gobi Chilly', 'Chilli Chicken', 'Dragon Chicken', 'Schezwan Chicken', 'Garlic Chicken', 'Lemon Chicken', 'Pepper Chicken', 'Chicken 65', 'Chicken Manchurian', 'Spring Chicken', 'Paneer Roll', 'Manchurian Roll', 'Nizam Roll', 'Chicken Keema Roll', 'Chicken Chops Roll', 'Hyderabadi Roll', 'Schezwan Chicken Roll', 'Pepper Chicken Roll', 'Chicken Seekh Jumbo Roll', 'Chicken Seekh Roll', 'Mutton Seekh Roll', 'Mutton Seekh Jumbo Roll']",Delivery,Frazer Town
"64, MM Road, Frazer Town, Bangalore",Cream Stone,Yes,No,4,80,Frazer Town,Dessert Parlor,Desserts,"Nutella Brownie, Ferrero Rocher",500,"['Willy Wonka', 'Ferrero Rocher', 'Nutella Brownie', 'Fruit Exotica', 'Death By Chocolate Sundae', 'Willy Wonka', 'Oreo Shot', 'Chocoholics', 'Chocolava', 'La Ferrero', 'Ferrero Rocher', 'Brownie Break', 'Nutella Brownie', 'Tiramisu', 'Choco Hazel', 'Choco Overdose', 'Fruit Exotica', 'Lychee Lake', 'Fresh Fruits and Nuts', 'Fruit Overload', 'Dry Fruit Delight', 'Nuts Overload', 'Arabian Nights', 'Karamel Sutra', 'Coffee Craze', 'Candy Land', 'Magic Pop', 'Bubble Gum', 'Fruit Fast', 'Hot Choco Fudge Sundae', 'Death By Chocolate Sundae', 'Devils Brownie Sundae', 'Creamy Red Velvet Sundae', 'Nutzilla', 'Kalajamun', 'Meetha Paan', 'Chatpata Guava', 'French Vanilla', 'Rich Chocolate', 'Fresh Strawberry', 'Nutty Crunch', 'Caramel Nuts', 'Choco Fudge', 'Kappi', 'Brownie Delight', 'Belgium Royal', 'White Chocolate', 'Belgium Dark Chocolate', 'Dolce Latte', 'Vanilla Ice Cream', 'Strawberry Ice Cream', 'Kesar Pista Ice Cream', 'Belgium Dark Chocolate Thick Shake', 'Ferrero Delight Thick Shake', 'Creamy Oreo Thick Shake', 'Nutella Brownie Blast Thick Shake', 'Lychee Shake', 'Strawberry Shake', 'Fruit Bash Shake', 'Red Velvet Shake', 'Cold Coffee Thick Shake', 'Nutty Nuts Milkshake', 'Aqua Mix Fruit Milkshake', 'Vintage Chocolate Milkshake', 'Strawberry Milkshake', 'Mango Mantra Milkshake', 'Red Velvet Milkshake', 'Choco Almond Milkshake', 'Creamy Vanilla Milkshake', 'Kesar Thandai Milkshake']",Delivery,Frazer Town
"40, Mosque Complex, MM Road, Frazer Town, Bangalore",Charminar Kabab Paradise,Yes,No,4,105,Frazer Town,Casual Dining,North Indian,"Rolls, Biryani, Chicken Roll, Chicken Kebab, Mutton Seekh Roll, Keema Roti",500,,Dine-out,Frazer Town
"27th Main Road, Sector 2, Parangi Palaya, Sector 2, HSR, Bangalore",Amour Fine Patisserie,Yes,Yes,4,82,HSR,"Cafe, Dessert Parlor",Cafe,"Macaroon, Coffee, Cappuccino, Pinacolada, Ferrero Rocher, Latte",500,,Cafes,HSR
"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",Kokomo,Yes,No,4,195,Koramangala 6th Block,Delivery,Thai,"Thai Chicken, Momos",500,"['Veg Green Curry with Rice Combo', 'Chicken Red Curry with Rice Combo', 'Chicken Green Curry with Rice Combo', 'Chicken Noodles with Chicken Manchurian', 'Chicken Fried Rice with Chilli Chicken', 'Chilli Paneer', 'Mushroom Manchurian', 'Chilli Chicken Gravy', 'Chicken Manchurian Gravy', 'Veg Fried Rice', 'Veg Hakka Noodles', 'Veg Schezwan Noodles', 'Egg Fried Rice', 'Chicken Fried Rice', 'Chicken Schezwan Fried Rice', 'Chicken Dragon Rice', 'Chicken Dragon Noodles', 'Chicken Hakka Noodles', 'Chicken Schezwan Noodles', 'Seafood Mixed Rice Noodles', 'Dragon Chicken', 'Chilli Chicken', 'Chicken Lollipop [8 Pieces]', 'Chicken Wings in Honey Chilli Sauce [8 Pieces]', 'Chicken Wing in BBQ Sauce [8 Pieces]', 'Crispy Honey Chicken', 'Steamed Chicken Momos [8 Pieces]', 'Pan Fried Dragon Momos [8 Pieces]', 'Chicken Thukpa', 'Chicken Hot and Sour Soup', 'Veg Red Curry with Rice Combo', 'Veg Green Curry with Rice Combo', 'Veg Fried Rice with Gobi Manchurian Combo', 'Veg Noodles with Gobi Manchurian Combo', 'Veg Rice with Baby Corn Manchurian Combo', 'Veg Noodles with Baby Corn Manchurian Combo', 'Chicken Red Curry with Rice Combo', 'Chicken Green Curry with Rice Combo', 'Chicken Noodles with Chicken Manchurian', 'Chicken Fried Rice with Chilli Chicken', 'Hunan Rice With Chicken 65', 'Veg Hot and Sour Soup', 'Veg Manchow Soup', 'Veg Tom Kha Soup', 'Veg Tom Yum Soup', 'Veg Lemon Grass Soup', 'Chicken Thukpa', 'Chicken Hot and Sour Soup', 'Chicken Manchow Soup', 'Chicken Tom Kha Soup', 'Chicken Tom Yum Soup', 'Chicken Lemon Grass Soup', 'Seafood Tom Kha Soup', 'Seafood Tom Yum Soup', 'Seafood Lemon Grass Soup', 'Steamed Mushroom and Baby Corn Chilli Pepper', 'Steamed Paneer in Honey Chilli', 'Steamed Paneer in Chilli', 'Steamed Paneer in Schezwan', 'Steamed Buddhas Delight', 'Steamed Paneer Satay', 'Steamed Chilli Garlic Mushroom', 'Steamed Veg Ball Machurian', 'Steamed Gobi Manchurian', 'Steamed Crispy Chilli Veg', 'Steamed Indo Chinese Lollipop', 'Steamed Chilli Mushroom', 'Dragon Chicken', 'Chicken in Oyester Sauce', 'Chicken 65 Dry', 'Devil Chicken', 'Sweet Spicy Ginger Garlic Wings', 'Hot and Sour Chicken', 'Fiery Pepper Chicken', 'Hong Kong Chicken', 'Chilli Chicken', 'Chicken Lollipop [8 Pieces]', 'Chicken Wings in Honey Chilli Sauce [8 Pieces]', 'Chicken Wing in Chilli Sauce [8 Pieces]', 'Chicken Wing in BBQ Sauce [8 Pieces]', 'Crispy Honey Chicken', 'Dabang Chicken Wings [8 Pieces]', 'Thai Lemon Basil Chicken', 'Thai Chilli Basil Chicken', 'Thai Chicken', 'Lemon Basil Chicken', 'Chilli Paneer', 'Baby Corn Chilli', 'Mushroom Manchurian', 'Mushroom Chilli', 'Hot Garlic Veg Gravy', 'Veg Schezwan Gravy', 'Chilli Chicken Gravy', 'Chicken 65 Dry Gravy', 'Chicken in Hot Garlic Sauce', 'Chicken Manchurian Gravy', 'Chicken in Hot Garlic Sauce Gravy', 'Fish Machurian', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Veg Dragon Rice', 'Veg Dragon Noodles', 'Veg Mixed Rice Noodles', 'Veg Hakka Noodles', 'Veg Schezwan Noodles', 'Veg Manchurian Rice', 'Veg American Choupsey', 'Veg Hunan Rice', 'Veg Shanghai Rice Noodles Mix', 'Veg Chilli Garlic Noodles', 'Veg Chowmein', 'Egg Fried Rice', 'Chicken Fried Rice', 'Chicken Schezwan Fried Rice', 'Chicken Dragon Rice', 'Chicken Dragon Noodles', 'Chicken Hakka Noodles', 'Chicken Schezwan Noodles', 'Chicken Mixed Rice Noodles', 'Chicken Manchurian Rice', 'Chicken American Choupsey', 'Chicken Hunan Rice', 'Chicken Shanghai Rice Noodles Mix', 'Chicken Chilli Garlic Noodles', 'Chicken Chowmein', 'Seafood Fried Rice', 'Seafood Schezwan Fried Rice', 'Seafood Dragon Rice', 'Seafood Dragon Noodles', 'Seafood Mixed Rice Noodles', 'Seafood Hakka Noodles', 'Seafood Schezwan Noodles', 'Steamed Veg Momos [8 Pieces]', 'Steamed Mixed Veg Momos [8 Pieces]', 'Steamed Veg Schezwan Momos [8 Pieces]', 'Pan Fried Veg Momos [8 Pieces]', 'Pan Fried Mixed Veg Momos [8 Pieces]', 'Pan Fried Veg Schezwan Momos [8 Pieces]', 'Steamed Chicken Momos [8 Pieces]', 'Steamed Chicken Schezwan Momos [8 Pieces]', 'Pan Fried Chicken Momos [8 Pieces]', 'Pan Fried Chicken Schezwan Momos [8 Pieces]', 'Steamed Dragon Momos [8 Pieces]', 'Pan Fried Dragon Momos [8 Pieces]']",Delivery,HSR
